event_id,customer_id,event_date,event_type,feature_name
b4cb7572,CUST-0009,2024-11-10,support_ticket,analytics
ce7d75c6,CUST-0009,2024-10-14,export,dashboard
bfc78f10,CUST-0009,2024-10-05,upgrade_viewed,api_access
f1d9007f,CUST-0009,2024-11-06,support_ticket,integrations
63f015c8,CUST-0009,2024-12-12,upgrade_viewed,automation
d82172a4,CUST-0009,2024-10-22,support_ticket,integrations
848369b7,CUST-0009,2024-10-11,login,dashboard
96273260,CUST-0009,2024-12-10,export,collaboration
33b5218c,CUST-0009,2024-08-27,upgrade_viewed,analytics
13eed375,CUST-0009,2024-09-18,login,analytics
b6cc83fc,CUST-0009,2024-12-06,export,api_access
b507571c,CUST-0009,2024-07-31,login,analytics
36d78d8e,CUST-0009,2024-09-25,export,collaboration
092adfb7,CUST-0009,2024-12-02,login,dashboard
f5535aa3,CUST-0009,2024-10-29,export,export
b4766526,CUST-0009,2024-08-26,login,reporting
c6c51a1b,CUST-0009,2024-11-17,export,dashboard
a45f4651,CUST-0009,2024-11-19,export,integrations
4942aadd,CUST-0009,2024-12-21,upgrade_viewed,integrations
afc150dd,CUST-0009,2024-10-23,export,analytics
9ce0dcaf,CUST-0009,2024-12-19,feature_use,collaboration
649168c3,CUST-0009,2024-12-06,feature_use,reporting
f1387b56,CUST-0009,2024-10-17,upgrade_viewed,integrations
3f8cef6d,CUST-0009,2024-10-26,support_ticket,reporting
59ebc50d,CUST-0009,2024-09-01,support_ticket,collaboration
d52f042e,CUST-0009,2024-08-15,login,dashboard
74857cc6,CUST-0009,2024-11-11,feature_use,automation
be5befb3,CUST-0009,2024-09-18,support_ticket,reporting
8917df38,CUST-0009,2024-10-28,upgrade_viewed,collaboration
67ad23e6,CUST-0009,2024-12-23,upgrade_viewed,collaboration
9324c459,CUST-0009,2024-10-01,upgrade_viewed,automation
66bb681e,CUST-0009,2024-11-11,support_ticket,automation
60b9c712,CUST-0009,2024-11-09,feature_use,api_access
f3c8c6ad,CUST-0009,2024-12-02,feature_use,automation
b9f3b8de,CUST-0009,2024-11-20,feature_use,reporting
4a3d6b1e,CUST-0009,2024-09-18,support_ticket,automation
c623faa7,CUST-0009,2024-08-03,feature_use,export
9c62eb0c,CUST-0009,2024-08-25,upgrade_viewed,collaboration
64190495,CUST-0009,2024-08-23,login,export
f3d9b5e3,CUST-0009,2024-12-19,export,dashboard
111cad09,CUST-0009,2024-12-06,feature_use,reporting
07cd8696,CUST-0009,2024-10-29,export,export
977487f8,CUST-0009,2024-10-11,export,automation
552a10ad,CUST-0009,2024-08-02,feature_use,api_access
f6e095fd,CUST-0009,2024-12-23,support_ticket,dashboard
28366317,CUST-0009,2024-10-12,export,integrations
9e2262e6,CUST-0009,2024-09-10,support_ticket,dashboard
55ca610e,CUST-0009,2024-08-26,upgrade_viewed,export
3aed2f72,CUST-0009,2024-08-12,login,collaboration
3e8794c0,CUST-0009,2024-11-26,upgrade_viewed,analytics
c6b907ad,CUST-0009,2024-12-17,support_ticket,export
b2f07d6c,CUST-0009,2024-10-30,support_ticket,api_access
755070e7,CUST-0009,2024-08-30,upgrade_viewed,automation
ab4e813c,CUST-0009,2024-11-18,support_ticket,api_access
573a9286,CUST-0009,2024-10-17,login,collaboration
b1d90389,CUST-0009,2024-11-02,feature_use,collaboration
ed428469,CUST-0009,2024-10-20,upgrade_viewed,dashboard
ddcfc416,CUST-0009,2024-11-16,export,reporting
18ced77f,CUST-0009,2024-09-06,login,analytics
cbe27d9c,CUST-0009,2024-12-16,login,reporting
c64a889e,CUST-0009,2024-09-13,upgrade_viewed,dashboard
a94865ad,CUST-0009,2024-12-18,upgrade_viewed,integrations
b711f897,CUST-0009,2024-11-24,upgrade_viewed,dashboard
dd64dd4c,CUST-0009,2024-08-25,upgrade_viewed,api_access
7660e7a0,CUST-0009,2024-07-30,export,integrations
a2810835,CUST-0009,2024-09-26,upgrade_viewed,automation
c9c2bc06,CUST-0009,2024-08-16,upgrade_viewed,export
c59c338f,CUST-0009,2024-11-05,upgrade_viewed,dashboard
d71b94c6,CUST-0009,2024-11-28,login,export
ed1ba87e,CUST-0009,2024-11-14,feature_use,collaboration
06bc6c04,CUST-0009,2024-08-01,upgrade_viewed,export
91dd542c,CUST-0010,2024-01-30,login,reporting
6bae00cd,CUST-0010,2023-11-10,upgrade_viewed,api_access
63112203,CUST-0010,2024-02-14,feature_use,api_access
632aac53,CUST-0010,2024-01-29,login,api_access
9cde703d,CUST-0010,2024-02-25,support_ticket,api_access
d7601c55,CUST-0010,2023-10-21,upgrade_viewed,export
1583b039,CUST-0010,2023-12-22,login,dashboard
42955d53,CUST-0010,2024-02-20,support_ticket,reporting
6cd113fd,CUST-0010,2024-03-02,feature_use,collaboration
52570549,CUST-0010,2024-03-04,export,collaboration
35aed80c,CUST-0010,2023-11-21,login,integrations
c0378dcc,CUST-0010,2024-01-21,upgrade_viewed,integrations
2566acd8,CUST-0010,2024-05-30,upgrade_viewed,collaboration
9da7cfab,CUST-0010,2023-11-18,export,dashboard
a7e879ea,CUST-0010,2024-03-01,support_ticket,collaboration
2567a47d,CUST-0010,2023-10-24,support_ticket,dashboard
51bbb60c,CUST-0010,2024-04-16,feature_use,dashboard
7dc26de7,CUST-0011,2023-10-10,feature_use,api_access
1a00ce29,CUST-0011,2024-05-05,upgrade_viewed,collaboration
6f6f36b1,CUST-0011,2024-09-27,login,integrations
ba5cfacf,CUST-0011,2023-11-21,export,api_access
ddccad74,CUST-0011,2024-03-06,upgrade_viewed,collaboration
cecc5e34,CUST-0011,2024-10-03,login,dashboard
26aed183,CUST-0011,2024-10-16,upgrade_viewed,analytics
de87fb58,CUST-0011,2023-12-17,login,dashboard
bc579fa6,CUST-0011,2024-11-03,export,analytics
6f4e0139,CUST-0011,2024-07-22,export,integrations
c7f89e23,CUST-0011,2024-12-02,export,dashboard
b9091719,CUST-0011,2023-12-11,upgrade_viewed,reporting
4f1579db,CUST-0011,2024-05-01,login,collaboration
25180db9,CUST-0011,2023-11-01,feature_use,analytics
ce5959ac,CUST-0011,2024-09-13,feature_use,export
e341089d,CUST-0011,2024-06-13,export,automation
7cd7dcc1,CUST-0011,2024-04-03,feature_use,export
0ce099c6,CUST-0011,2024-06-12,feature_use,automation
93a64647,CUST-0011,2024-05-30,login,api_access
8f8cadc2,CUST-0011,2023-07-01,upgrade_viewed,automation
4fa164b6,CUST-0011,2023-07-03,login,api_access
939b998a,CUST-0011,2024-08-25,upgrade_viewed,automation
522961de,CUST-0011,2024-08-04,upgrade_viewed,reporting
4b2341bf,CUST-0011,2023-09-16,upgrade_viewed,dashboard
5756954e,CUST-0011,2024-09-26,login,export
